,state,lat,lng,population,location,county
1592,Michigan,44.3559,-83.6359,25319,"(44.3559, -83.6359)",Iosco County
1593,Missouri,40.1906,-92.6007,25299,"(40.1906, -92.6007)",Adair County
1594,Minnesota,46.0706,-94.8976,25277,"(46.0706, -94.8976)",Todd County
1595,Indiana,38.0218,-87.8685,25226,"(38.0218, -87.8685)",Posey County
1596,Michigan,45.0214,-84.599,25221,"(45.0214, -84.599)",Otsego County
1597,Tennessee,35.7605,-89.6305,25171,"(35.7605, -89.6305)",Lauderdale County
1598,Kentucky,38.6488,-84.6246,25085,"(38.6488, -84.6246)",Grant County
1599,Texas,30.7863,-96.9768,25080,"(30.7863, -96.9768)",Milam County
1600,Alabama,34.1759,-85.6038,25069,"(34.1759, -85.6038)",Cherokee County
1601,Michigan,44.333,-86.0568,25058,"(44.333, -86.0568)",Manistee County
1602,Florida,30.6106,-85.6653,25014,"(30.6106, -85.6653)",Holmes County
1603,Iowa,42.7746,-92.3181,25012,"(42.7746, -92.3181)",Bremer County
1604,Tennessee,35.8032,-87.4733,24996,"(35.8032, -87.4733)",Hickman County
1605,Oregon,44.1422,-120.3566,24987,"(44.1422, -120.3566)",Crook County
1606,Arkansas,35.5382,-92.0267,24948,"(35.5382, -92.0267)",Cleburne County
1607,Mississippi,34.6183,-88.5201,24945,"(34.6183, -88.5201)",Prentiss County
1608,Colorado,40.4852,-106.9913,24944,"(40.4852, -106.9913)",Routt County
1609,Virginia,37.7221,-77.9158,24906,"(37.7221, -77.9158)",Goochland County
1610,Georgia,34.475,-85.3453,24902,"(34.475, -85.3453)",Chattooga County
1611,Georgia,34.8341,-83.9907,24880,"(34.8341, -83.9907)",Union County
1612,Alabama,31.8696,-85.3932,24877,"(31.8696, -85.3932)",Barbour County
1613,Missouri,39.2157,-91.8416,24873,"(39.2157, -91.8416)",Audrain County
1614,Idaho,42.2839,-113.6001,24859,"(42.2839, -113.6001)",Cassia County
1615,Missouri,38.2145,-92.4284,24855,"(38.2145, -92.4284)",Miller County
1616,Texas,29.3573,-99.7622,24833,"(29.3573, -99.7622)",Uvalde County
1617,Missouri,37.3173,-91.9651,24828,"(37.3173, -91.9651)",Texas County
1618,Oklahoma,34.588,-99.4148,24776,"(34.588, -99.4148)",Jackson County
1619,Colorado,38.8824,-105.1617,24758,"(38.8824, -105.1617)",Teller County
1620,New York,42.6335,-77.1055,24713,"(42.6335, -77.1055)",Yates County
1621,Maryland,38.1158,-75.7518,24672,"(38.1158, -75.7518)",Somerset County
1622,Wisconsin,44.1131,-89.2429,24672,"(44.1131, -89.2429)",Waushara County
1623,Oregon,44.6294,-121.1761,24659,"(44.6294, -121.1761)",Jefferson County
1624,Missouri,39.4401,-92.4971,24652,"(39.4401, -92.4971)",Randolph County
1625,Indiana,40.7498,-86.8655,24630,"(40.7498, -86.8655)",White County
1626,West Virginia,38.2917,-80.7994,24624,"(38.2917, -80.7994)",Nicholas County
1627,Indiana,40.1576,-85.0114,24586,"(40.1576, -85.0114)",Randolph County
1628,Texas,29.8768,-96.9198,24564,"(29.8768, -96.9198)",Fayette County
1629,Kentucky,38.1963,-83.4211,24551,"(38.1963, -83.4211)",Rowan County
1630,Mississippi,30.8626,-88.644,24547,"(30.8626, -88.644)",George County
1631,Idaho,42.6899,-114.2639,24474,"(42.6899, -114.2639)",Twin Falls County
1632,Indiana,38.6851,-85.7475,24403,"(38.6851, -85.7475)",Scott County
1633,South Carolina,34.2226,-82.4593,24368,"(34.2226, -82.4593)",Abbeville County
1634,Mississippi,31.2308,-89.8224,24362,"(31.2308, -89.8224)",Marion County
1635,Georgia,33.0611,-82.0007,24337,"(33.0611, -82.0007)",Burke County
1636,Kentucky,37.4554,-84.6608,24320,"(37.4554, -84.6608)",Lincoln County
1637,Georgia,32.0458,-82.0581,24309,"(32.0458, -82.0581)",Tattnall County
1638,Idaho,43.4119,-113.9802,24248,"(43.4119, -113.9802)",Blaine County
1639,Kentucky,36.7306,-83.6741,24248,"(36.7306, -83.6741)",Bell County
1640,Virginia,38.8531,-77.2998,24242,"(38.8531, -77.2998)",City of Fairfax
1641,Texas,31.7924,-94.145,24157,"(31.7924, -94.145)",Shelby County
1642,Texas,28.1254,-96.9933,24048,"(28.1254, -96.9933)",Aransas County
1643,Nebraska,40.8699,-99.8196,24037,"(40.8699, -99.8196)",Dawson County
1644,Oregon,45.519,-121.6511,23965,"(45.519, -121.6511)",Hood River County
1645,Mississippi,34.28,-88.3613,23888,"(34.28, -88.3613)",Itawamba County
1646,West Virginia,38.8978,-80.2334,23875,"(38.8978, -80.2334)",Upshur County
1647,Kentucky,38.0039,-84.991,23839,"(38.0039, -84.991)",Anderson County
1648,Kentucky,37.4782,-86.8489,23782,"(37.4782, -86.8489)",Ohio County
1649,Wisconsin,43.0005,-90.1354,23766,"(43.0005, -90.1354)",Iowa County
1650,Virginia,38.6194,-78.4844,23753,"(38.6194, -78.4844)",Page County
1651,Illinois,37.7531,-88.5407,23662,"(37.7531, -88.5407)",Saline County
1652,Michigan,44.9991,-85.1402,23662,"(44.9991, -85.1402)",Antrim County
1653,Alabama,34.1492,-87.3737,23655,"(34.1492, -87.3737)",Winston County
1654,Tennessee,36.2763,-83.5096,23648,"(36.2763, -83.5096)",Grainger County
1655,Oklahoma,35.1675,-96.6155,23592,"(35.1675, -96.6155)",Seminole County
1656,Missouri,37.9617,-90.8774,23580,"(37.9617, -90.8774)",Washington County
1657,Michigan,44.3356,-84.6116,23556,"(44.3356, -84.6116)",Roscommon County
1658,Pennsylvania,40.5311,-77.4022,23535,"(40.5311, -77.4022)",Juniata County
1659,Georgia,34.3754,-83.2291,23480,"(34.3754, -83.2291)",Franklin County
1660,West Virginia,37.7264,-82.1347,23466,"(37.7264, -82.1347)",Mingo County
1661,Michigan,45.5801,-87.5566,23433,"(45.5801, -87.5566)",Dickinson County
1662,Oregon,42.4576,-124.1568,23404,"(42.4576, -124.1568)",Curry County
1663,Washington,46.5556,-123.7039,23396,"(46.5556, -123.7039)",Pacific County
1664,Indiana,39.64,-85.1788,23391,"(39.64, -85.1788)",Fayette County
1665,Missouri,36.6287,-94.3483,23381,"(36.6287, -94.3483)",McDonald County
1666,Minnesota,45.1231,-94.5274,23352,"(45.1231, -94.5274)",Meeker County
1667,Wyoming,43.9346,-110.5898,23346,"(43.9346, -110.5898)",Teton County
1668,South Dakota,43.009,-97.3948,23311,"(43.009, -97.3948)",Yankton County
1669,Indiana,41.2809,-86.6476,23308,"(41.2809, -86.6476)",Starke County
1670,Louisiana,29.4406,-89.61,23305,"(29.4406, -89.61)",Plaquemines Parish
1671,Virginia,37.5052,-76.9974,23296,"(37.5052, -76.9974)",New Kent County
1672,West Virginia,39.3171,-78.6141,23275,"(39.3171, -78.6141)",Hampshire County
1673,Missouri,39.1368,-93.2018,23219,"(39.1368, -93.2018)",Saline County
1674,Wisconsin,46.0529,-89.5148,23146,"(46.0529, -89.5148)",Vilas County
1675,Arkansas,35.022,-90.7478,23138,"(35.022, -90.7478)",Saint Francis County
1676,Missouri,39.3523,-93.9899,23122,"(39.3523, -93.9899)",Ray County
1677,Alabama,31.6767,-87.8308,23058,"(31.6767, -87.8308)",Clarke County
1678,Virginia,37.2915,-77.2985,23046,"(37.2915, -77.2985)",City of Hopewell
1679,Missouri,37.9764,-91.3039,23023,"(37.9764, -91.3039)",Crawford County
1680,Michigan,43.9898,-85.3252,23022,"(43.9898, -85.3252)",Osceola County
1681,Arkansas,35.574,-90.663,22997,"(35.574, -90.663)",Poinsett County
1682,Georgia,32.5897,-82.3017,22907,"(32.5897, -82.3017)",Emanuel County
1683,Indiana,39.4149,-85.0602,22850,"(39.4149, -85.0602)",Franklin County
1684,Louisiana,30.653,-92.828,22798,"(30.653, -92.828)",Allen Parish
1685,Washington,45.8738,-120.7891,22798,"(45.8738, -120.7891)",Klickitat County
1686,North Carolina,36.3932,-79.3335,22747,"(36.3932, -79.3335)",Caswell County
1687,Arkansas,33.2143,-93.2273,22707,"(33.2143, -93.2273)",Columbia County
1688,Virginia,37.8145,-79.4473,22673,"(37.8145, -79.4473)",City of Lexington
1689,Kentucky,37.811,-84.8745,22662,"(37.811, -84.8745)",Mercer County
1690,Kentucky,37.8466,-82.8315,22631,"(37.8466, -82.8315)",Johnson County
1691,Arkansas,33.5934,-92.8819,22606,"(33.5934, -92.8819)",Ouachita County
1692,Tennessee,36.345,-85.2881,22576,"(36.345, -85.2881)",Overton County
1693,Texas,32.1624,-94.3056,22540,"(32.1624, -94.3056)",Panola County
1694,Iowa,41.3356,-91.7179,22534,"(41.3356, -91.7179)",Washington County
1695,Kansas,37.2373,-97.4765,22517,"(37.2373, -97.4765)",Sumner County
1696,Michigan,44.9385,-85.812,22426,"(44.9385, -85.812)",Leelanau County
1697,Nebraska,41.2264,-96.6374,22374,"(41.2264, -96.6374)",Saunders County
1698,Washington,46.1918,-117.203,22370,"(46.1918, -117.203)",Asotin County
1699,West Virginia,40.2739,-80.5764,22349,"(40.2739, -80.5764)",Brooke County
1700,Virginia,38.0674,-78.9014,22341,"(38.0674, -78.9014)",City of Waynesboro
1701,Oklahoma,35.2687,-99.682,22295,"(35.2687, -99.682)",Beckham County
1702,Virginia,36.7054,-83.1286,22287,"(36.7054, -83.1286)",Lee County
1703,Alabama,32.9986,-87.1265,22251,"(32.9986, -87.1265)",Bibb County
1704,Ohio,39.0822,-82.0228,22242,"(39.0822, -82.0228)",Meigs County
1705,Texas,31.5455,-96.5805,22222,"(31.5455, -96.5805)",Limestone County
1706,Louisiana,31.564,-93.5547,22209,"(31.564, -93.5547)",Sabine Parish
1707,Georgia,33.3218,-83.3728,22206,"(33.3218, -83.3728)",Putnam County
1708,North Carolina,34.9738,-80.1027,22200,"(34.9738, -80.1027)",Anson County
1709,Minnesota,43.6742,-95.7534,22194,"(43.6742, -95.7534)",Nobles County
1710,Louisiana,31.5997,-92.5595,22185,"(31.5997, -92.5595)",Grant Parish
1711,Alabama,33.2938,-85.4591,22179,"(33.2938, -85.4591)",Randolph County
1712,Texas,31.3177,-95.4227,22107,"(31.3177, -95.4227)",Houston County
1713,Missouri,38.3852,-93.7928,22064,"(38.3852, -93.7928)",Henry County
1714,Iowa,41.3352,-92.6409,22059,"(41.3352, -92.6409)",Mahaska County
1715,North Carolina,35.8432,-77.1092,21992,"(35.8432, -77.1092)",Martin County
1716,Kansas,37.1933,-100.8513,21942,"(37.1933, -100.8513)",Seward County
1717,Illinois,42.3658,-90.2126,21942,"(42.3658, -90.2126)",Jo Daviess County
1718,Virginia,37.2243,-78.4411,21922,"(37.2243, -78.4411)",Prince Edward County
1719,Tennessee,36.4285,-84.5035,21917,"(36.4285, -84.5035)",Scott County
1720,Texas,31.1962,-98.2415,21829,"(31.1962, -98.2415)",Lampasas County
1721,Ohio,40.8424,-83.3044,21818,"(40.8424, -83.3044)",Wyandot County
1722,California,39.1775,-122.237,21811,"(39.1775, -122.237)",Colusa County
1723,Mississippi,34.7684,-88.9089,21769,"(34.7684, -88.9089)",Tippah County
1724,Georgia,33.4828,-82.4814,21715,"(33.4828, -82.4814)",McDuffie County
1725,West Virginia,38.023,-81.7112,21705,"(38.023, -81.7112)",Boone County
1726,Utah,38.7477,-111.8046,21667,"(38.7477, -111.8046)",Sevier County
1727,Nebraska,40.2619,-96.6894,21654,"(40.2619, -96.6894)",Gage County
1728,Texas,30.7058,-98.6841,21637,"(30.7058, -98.6841)",Llano County
1729,Georgia,31.2253,-84.1943,21634,"(31.2253, -84.1943)",Mitchell County
1730,North Carolina,36.3591,-76.982,21633,"(36.3591, -76.982)",Hertford County
1731,Idaho,42.8543,-113.6375,21626,"(42.8543, -113.6375)",Minidoka County
1732,North Dakota,46.9793,-98.9588,21609,"(46.9793, -98.9588)",Stutsman County
1733,Virginia,36.7143,-82.6029,21536,"(36.7143, -82.6029)",Scott County
1734,Texas,32.7408,-102.6352,21523,"(32.7408, -102.6352)",Gaines County
1735,Texas,33.6076,-102.3432,21495,"(33.6076, -102.3432)",Hockley County
1736,Kentucky,37.1212,-82.8553,21490,"(37.1212, -82.8553)",Letcher County
1737,Minnesota,47.1086,-94.9166,21479,"(47.1086, -94.9166)",Hubbard County
1738,Mississippi,33.7699,-89.8019,21474,"(33.7699, -89.8019)",Grenada County
1739,Arkansas,34.051,-93.1764,21469,"(34.051, -93.1764)",Clark County
1740,Illinois,39.0002,-89.0241,21464,"(39.0002, -89.0241)",Fayette County
1741,Illinois,39.0855,-90.3565,21462,"(39.0855, -90.3565)",Jersey County
1742,Minnesota,44.2843,-92.2303,21460,"(44.2843, -92.2303)",Wabasha County
1743,Florida,30.047,-83.6035,21421,"(30.047, -83.6035)",Taylor County
1744,North Carolina,35.858,-82.7058,21414,"(35.858, -82.7058)",Madison County
1745,Indiana,39.3128,-86.8377,21361,"(39.3128, -86.8377)",Owen County
1746,Mississippi,32.7535,-89.524,21335,"(32.7535, -89.524)",Leake County
1747,Nebraska,42.3911,-96.5645,21308,"(42.3911, -96.5645)",Union County
1748,Colorado,40.7247,-103.1101,21302,"(40.7247, -103.1101)",Logan County
1749,Texas,35.8377,-101.893,21284,"(35.8377, -101.893)",Moore County
1750,Mississippi,32.4002,-89.1188,21275,"(32.4002, -89.1188)",Newton County
1751,Texas,35.4012,-100.8126,21272,"(35.4012, -100.8126)",Gray County
1752,Mississippi,34.23,-90.6018,21264,"(34.23, -90.6018)",Coahoma County
1753,Minnesota,43.674,-92.0902,21251,"(43.674, -92.0902)",Fillmore County
1754,Arkansas,35.2149,-93.7166,21247,"(35.2149, -93.7166)",Logan County
1755,West Virginia,37.6096,-81.5492,21237,"(37.6096, -81.5492)",Wyoming County
1756,Texas,29.7472,-99.2463,21182,"(29.7472, -99.2463)",Bandera County
1757,Missouri,38.4237,-92.886,21169,"(38.4237, -92.886)",Morgan County
1758,Missouri,39.6018,-94.4046,21155,"(39.6018, -94.4046)",Clinton County
1759,Oklahoma,36.7479,-101.4901,21144,"(36.7479, -101.4901)",Texas County
1760,Missouri,40.3608,-94.8834,21140,"(40.3608, -94.8834)",Nodaway County
1761,Tennessee,36.135,-84.6492,21124,"(36.135, -84.6492)",Morgan County
1762,Louisiana,29.9024,-91.0608,21067,"(29.9024, -91.0608)",Assumption Parish
1763,Louisiana,32.8318,-92.3748,21049,"(32.8318, -92.3748)",Union Parish
1764,Illinois,39.3911,-88.8055,21042,"(39.3911, -88.8055)",Shelby County
1765,Illinois,38.0837,-89.367,20996,"(38.0837, -89.367)",Perry County
1766,Wisconsin,44.3192,-90.8052,20958,"(44.3192, -90.8052)",Jackson County
1767,South Carolina,34.3951,-81.1212,20942,"(34.3951, -81.1212)",Fairfield County
1768,Minnesota,44.0226,-92.8621,20893,"(44.0226, -92.8621)",Dodge County
1769,Nebraska,41.5311,-96.222,20884,"(41.5311, -96.222)",Washington County
1770,Michigan,44.335,-84.1264,20820,"(44.335, -84.1264)",Ogemaw County
1771,Indiana,39.0888,-87.4147,20791,"(39.0888, -87.4147)",Sullivan County
1772,Arkansas,35.2624,-92.7014,20782,"(35.2624, -92.7014)",Conway County
1773,Kentucky,36.7513,-86.1904,20773,"(36.7513, -86.1904)",Allen County
1774,Iowa,42.1212,-91.1315,20733,"(42.1212, -91.1315)",Jones County
1775,Wisconsin,43.9696,-89.7704,20730,"(43.9696, -89.7704)",Adams County
1776,Iowa,42.0362,-94.8605,20728,"(42.0362, -94.8605)",Carroll County
1777,Georgia,31.5515,-83.8509,20706,"(31.5515, -83.8509)",Worth County
1778,Iowa,42.7355,-95.1511,20687,"(42.7355, -95.1511)",Buena Vista County
1779,Georgia,33.0406,-84.6883,20679,"(33.0406, -84.6883)",Meriwether County
1780,South Carolina,33.2661,-81.4349,20653,"(33.2661, -81.4349)",Barnwell County
1781,Louisiana,30.7095,-91.6008,20652,"(30.7095, -91.6008)",Saint Landry Parish
1782,Iowa,42.4708,-91.8379,20631,"(42.4708, -91.8379)",Buchanan County
1783,Virginia,38.2976,-78.4669,20631,"(38.2976, -78.4669)",Greene County
1784,Texas,35.84,-101.3547,20595,"(35.84, -101.3547)",Hutchinson County
1785,Texas,29.6208,-96.5263,20582,"(29.6208, -96.5263)",Colorado County
1786,Wisconsin,44.5161,-87.6153,20570,"(44.5161, -87.6153)",Kewaunee County
1787,Washington,46.9834,-118.5606,20557,"(46.9834, -118.5606)",Adams County
1788,Wyoming,41.2876,-110.5476,20546,"(41.2876, -110.5476)",Uinta County
1789,Massachusetts,41.3961,-70.65,20543,"(41.3961, -70.65)",Dukes County
1790,Kentucky,37.7733,-86.4293,20528,"(37.7733, -86.4293)",Breckinridge County
1791,Indiana,40.438,-85.0057,20451,"(40.438, -85.0057)",Jay County
1792,Iowa,40.988,-91.5445,20436,"(40.988, -91.5445)",Henry County
1793,Indiana,41.047,-86.2635,20420,"(41.047, -86.2635)",Fulton County
1794,Oklahoma,36.4227,-99.2651,20411,"(36.4227, -99.2651)",Woodward County
1795,West Virginia,38.1753,-82.0704,20410,"(38.1753, -82.0704)",Lincoln County
1796,North Carolina,35.485,-77.6758,20407,"(35.485, -77.6758)",Greene County
1797,Indiana,40.5828,-86.5635,20397,"(40.5828, -86.5635)",Carroll County
1798,Texas,29.3843,-96.9302,20379,"(29.3843, -96.9302)",Lavaca County
1799,Arkansas,35.0026,-93.4108,20342,"(35.0026, -93.4108)",Yell County
1800,Utah,39.6481,-110.5887,20338,"(39.6481, -110.5887)",Carbon County
1801,Kentucky,37.1597,-83.7146,20322,"(37.1597, -83.7146)",Clay County
1802,Texas,26.4693,-97.6632,20308,"(26.4693, -97.6632)",Willacy County
1803,Georgia,31.9229,-83.7681,20255,"(31.9229, -83.7681)",Crisp County
1804,Virginia,37.2666,-82.036,20246,"(37.2666, -82.036)",Buchanan County
1805,Kentucky,38.2067,-84.2172,20228,"(38.2067, -84.2172)",Bourbon County
1806,New Mexico,33.7453,-105.4593,20222,"(33.7453, -105.4593)",Lincoln County
1807,Tennessee,35.9799,-85.8328,20209,"(35.9799, -85.8328)",DeKalb County
1808,Texas,33.6757,-97.7246,20197,"(33.6757, -97.7246)",Montague County
1809,Georgia,33.5908,-83.4924,20171,"(33.5908, -83.4924)",Morgan County
1810,Montana,48.5425,-115.4051,20157,"(48.5425, -115.4051)",Lincoln County
1811,Texas,28.5074,-96.6018,20127,"(28.5074, -96.6018)",Calhoun County
1812,Kansas,37.1913,-95.2976,20096,"(37.1913, -95.2976)",Labette County
1813,Louisiana,30.027,-90.7931,20090,"(30.027, -90.7931)",Saint James Parish
1814,Iowa,43.2907,-91.8437,20050,"(43.2907, -91.8437)",Winneshiek County
1815,Arkansas,33.7354,-93.6684,20037,"(33.7354, -93.6684)",Hempstead County
1816,Tennessee,36.2505,-85.9567,20034,"(36.2505, -85.9567)",Smith County
1817,Louisiana,32.4178,-91.7635,20028,"(32.4178, -91.7635)",Richland Parish
1818,Wisconsin,45.2116,-90.5012,19979,"(45.2116, -90.5012)",Taylor County
1819,Georgia,32.1722,-83.1684,19977,"(32.1722, -83.1684)",Dodge County
1820,Georgia,32.9695,-82.7959,19975,"(32.9695, -82.7959)",Washington County
1821,South Dakota,43.6747,-98.146,19966,"(43.6747, -98.146)",Davison County
1822,Texas,30.7712,-94.3766,19962,"(30.7712, -94.3766)",Tyler County
1823,Minnesota,43.6744,-94.5511,19960,"(43.6744, -94.5511)",Martin County
1824,Indiana,38.0141,-87.0077,19935,"(38.0141, -87.0077)",Hancock County
1825,Tennessee,36.2879,-83.8375,19860,"(36.2879, -83.8375)",Union County
1826,Texas,29.0821,-97.3567,19826,"(29.0821, -97.3567)",DeWitt County
1827,Georgia,31.3588,-82.2128,19822,"(31.3588, -82.2128)",Pierce County
1828,Alabama,31.5709,-87.3654,19816,"(31.5709, -87.3654)",Monroe County
1829,Wyoming,42.2639,-110.656,19794,"(42.2639, -110.656)",Lincoln County
1830,Utah,40.2982,-110.4252,19779,"(40.2982, -110.4252)",Duchesne County
1831,Missouri,37.8506,-94.3424,19777,"(37.8506, -94.3424)",Vernon County
1832,Indiana,38.5418,-86.4951,19768,"(38.5418, -86.4951)",Orange County
1833,Mississippi,31.6408,-88.6958,19760,"(31.6408, -88.6958)",Wayne County
1834,Texas,32.7399,-99.8788,19758,"(32.7399, -99.8788)",Jones County
1835,Louisiana,32.1333,-91.6738,19752,"(32.1333, -91.6738)",Franklin Parish
1836,Texas,29.4567,-97.4925,19736,"(29.4567, -97.4925)",Gonzales County
1837,Oklahoma,35.8839,-94.6587,19726,"(35.8839, -94.6587)",Adair County
1838,Illinois,39.7694,-88.2173,19714,"(39.7694, -88.2173)",Douglas County
1839,Kentucky,36.8013,-84.8286,19666,"(36.8013, -84.8286)",Wayne County
1840,California,40.0046,-120.8385,19650,"(40.0046, -120.8385)",Plumas County
1841,Kentucky,37.5525,-85.2696,19627,"(37.5525, -85.2696)",Marion County
1842,Missouri,38.2949,-93.2879,19616,"(38.2949, -93.2879)",Benton County
1843,Texas,31.7049,-96.1491,19599,"(31.7049, -96.1491)",Freestone County
1844,Kentucky,36.742,-86.5823,19574,"(36.742, -86.5823)",Simpson County
1845,Georgia,34.1168,-82.8401,19570,"(34.1168, -82.8401)",Elbert County
1846,Colorado,38.747,-106.1941,19564,"(38.747, -106.1941)",Chaffee County
1847,Kentucky,38.0325,-85.3278,19549,"(38.0325, -85.3278)",Spencer County
1848,North Carolina,35.2793,-82.1697,19538,"(35.2793, -82.1697)",Polk County
1849,Florida,30.8679,-85.814,19529,"(30.8679, -85.814)",Holmes County
1850,Iowa,42.8626,-91.8444,19519,"(42.8626, -91.8444)",Fayette County
1851,Wisconsin,45.2623,-89.0719,19512,"(45.2623, -89.0719)",Langlade County
1852,Iowa,42.1717,-90.5743,19470,"(42.1717, -90.5743)",Jackson County
1853,Louisiana,30.8451,-91.0455,19452,"(30.8451, -91.0455)",East Feliciana Parish
1854,Arkansas,34.4858,-94.2282,19384,"(34.4858, -94.2282)",Polk County
1855,Kansas,37.1693,-94.8463,19380,"(37.1693, -94.8463)",Cherokee County
1856,Kentucky,37.2999,-85.8847,19345,"(37.2999, -85.8847)",Hart County
1857,Maryland,39.2545,-76.04,19289,"(39.2545, -76.04)",Queen Anne's County
1858,New Mexico,35.8693,-106.3073,19253,"(35.8693, -106.3073)",Los Alamos County
1859,Idaho,44.0615,-116.3975,19250,"(44.0615, -116.3975)",Gem County
1860,Alabama,32.3859,-85.6926,19198,"(32.3859, -85.6926)",Macon County
1861,Indiana,38.0797,-86.638,19186,"(38.0797, -86.638)",Perry County
1862,Alabama,32.2477,-87.7895,19180,"(32.2477, -87.7895)",Marengo County
1863,Oklahoma,35.3736,-95.6668,19159,"(35.3736, -95.6668)",McIntosh County
1864,Georgia,33.0923,-84.3892,19145,"(33.0923, -84.3892)",Pike County
1865,New Mexico,34.0212,-103.48,19142,"(34.0212, -103.48)",Roosevelt County
1866,Wisconsin,43.8004,-89.0449,19093,"(43.8004, -89.0449)",Green Lake County
1867,South Dakota,44.4145,-98.2781,19089,"(44.4145, -98.2781)",Beadle County
1868,Tennessee,36.0408,-87.7756,19032,"(36.0408, -87.7756)",Humphreys County
