,#ZDAY,CENTERLON,CENTERLAT,TOTAL_COUNT,location,county,state,Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected
2700,2019-03-13,-95.3,30.8,4,"(30.8, -95.3)",Trinity County,Texas,March,2019-03-13,15:51:00,2019-03-16,18:00:00,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,50,54290
2702,2019-03-13,-95.3,30.8,4,"(30.8, -95.3)",Trinity County,Texas,March,2019-03-13,05:50:00,2019-03-13,10:30:00,"Texas: Midland County, Ector County, Tarrant County, Dallas County, Wichita County, Brown County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,154124
2703,2019-03-13,-95.3,30.8,4,"(30.8, -95.3)",Trinity County,Texas,March,2019-03-13,15:00:00,2019-03-14,00:00:00,Texas: Kansas: Oklahoma:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,Unknown,66000
2704,2019-03-13,-95.2,30.8,4,"(30.8, -95.2)",Polk County,Texas,March,2019-03-13,15:51:00,2019-03-16,18:00:00,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,50,54290
2706,2019-03-13,-95.2,30.8,4,"(30.8, -95.2)",Polk County,Texas,March,2019-03-13,05:50:00,2019-03-13,10:30:00,"Texas: Midland County, Ector County, Tarrant County, Dallas County, Wichita County, Brown County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,154124
2707,2019-03-13,-95.2,30.8,4,"(30.8, -95.2)",Polk County,Texas,March,2019-03-13,15:00:00,2019-03-14,00:00:00,Texas: Kansas: Oklahoma:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,Unknown,66000
2708,2019-03-13,-100.5,30.8,1,"(30.8, -100.5)",Schleicher County,Texas,March,2019-03-13,15:51:00,2019-03-16,18:00:00,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,50,54290
2710,2019-03-13,-100.5,30.8,1,"(30.8, -100.5)",Schleicher County,Texas,March,2019-03-13,05:50:00,2019-03-13,10:30:00,"Texas: Midland County, Ector County, Tarrant County, Dallas County, Wichita County, Brown County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,154124
2711,2019-03-13,-100.5,30.8,1,"(30.8, -100.5)",Schleicher County,Texas,March,2019-03-13,15:00:00,2019-03-14,00:00:00,Texas: Kansas: Oklahoma:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,Unknown,66000
2712,2019-03-13,-100.4,30.8,1,"(30.8, -100.4)",Schleicher County,Texas,March,2019-03-13,15:51:00,2019-03-16,18:00:00,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,50,54290
2714,2019-03-13,-100.4,30.8,1,"(30.8, -100.4)",Schleicher County,Texas,March,2019-03-13,05:50:00,2019-03-13,10:30:00,"Texas: Midland County, Ector County, Tarrant County, Dallas County, Wichita County, Brown County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,154124
2715,2019-03-13,-100.4,30.8,1,"(30.8, -100.4)",Schleicher County,Texas,March,2019-03-13,15:00:00,2019-03-14,00:00:00,Texas: Kansas: Oklahoma:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,Unknown,66000
2716,2019-03-13,-100.1,30.8,2,"(30.8, -100.1)",Menard County,Texas,March,2019-03-13,15:51:00,2019-03-16,18:00:00,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,50,54290
2718,2019-03-13,-100.1,30.8,2,"(30.8, -100.1)",Menard County,Texas,March,2019-03-13,05:50:00,2019-03-13,10:30:00,"Texas: Midland County, Ector County, Tarrant County, Dallas County, Wichita County, Brown County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,154124
2719,2019-03-13,-100.1,30.8,2,"(30.8, -100.1)",Menard County,Texas,March,2019-03-13,15:00:00,2019-03-14,00:00:00,Texas: Kansas: Oklahoma:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,Unknown,66000
2720,2019-03-13,-100.7,31.2,1,"(31.2, -100.7)",Irion County,Texas,March,2019-03-13,15:51:00,2019-03-16,18:00:00,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,50,54290
2722,2019-03-13,-100.7,31.2,1,"(31.2, -100.7)",Irion County,Texas,March,2019-03-13,05:50:00,2019-03-13,10:30:00,"Texas: Midland County, Ector County, Tarrant County, Dallas County, Wichita County, Brown County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,154124
2723,2019-03-13,-100.7,31.2,1,"(31.2, -100.7)",Irion County,Texas,March,2019-03-13,15:00:00,2019-03-14,00:00:00,Texas: Kansas: Oklahoma:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,Unknown,66000
2724,2019-03-13,-100.4,31.5,1,"(31.5, -100.4)",Tom Green County,Texas,March,2019-03-13,15:51:00,2019-03-16,18:00:00,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,50,54290
2726,2019-03-13,-100.4,31.5,1,"(31.5, -100.4)",Tom Green County,Texas,March,2019-03-13,05:50:00,2019-03-13,10:30:00,"Texas: Midland County, Ector County, Tarrant County, Dallas County, Wichita County, Brown County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,154124
2727,2019-03-13,-100.4,31.5,1,"(31.5, -100.4)",Tom Green County,Texas,March,2019-03-13,15:00:00,2019-03-14,00:00:00,Texas: Kansas: Oklahoma:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,Unknown,66000
2728,2019-03-13,-100.4,31.6,1,"(31.6, -100.4)",Tom Green County,Texas,March,2019-03-13,15:51:00,2019-03-16,18:00:00,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,50,54290
2730,2019-03-13,-100.4,31.6,1,"(31.6, -100.4)",Tom Green County,Texas,March,2019-03-13,05:50:00,2019-03-13,10:30:00,"Texas: Midland County, Ector County, Tarrant County, Dallas County, Wichita County, Brown County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,154124
2731,2019-03-13,-100.4,31.6,1,"(31.6, -100.4)",Tom Green County,Texas,March,2019-03-13,15:00:00,2019-03-14,00:00:00,Texas: Kansas: Oklahoma:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,Unknown,66000
2732,2019-03-13,-101.0,31.8,1,"(31.8, -101.0)",Sterling County,Texas,March,2019-03-13,15:51:00,2019-03-16,18:00:00,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,50,54290
2734,2019-03-13,-101.0,31.8,1,"(31.8, -101.0)",Sterling County,Texas,March,2019-03-13,05:50:00,2019-03-13,10:30:00,"Texas: Midland County, Ector County, Tarrant County, Dallas County, Wichita County, Brown County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,154124
2735,2019-03-13,-101.0,31.8,1,"(31.8, -101.0)",Sterling County,Texas,March,2019-03-13,15:00:00,2019-03-14,00:00:00,Texas: Kansas: Oklahoma:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,Unknown,66000
2736,2019-03-13,-100.4,31.8,2,"(31.8, -100.4)",Coke County,Texas,March,2019-03-13,15:51:00,2019-03-16,18:00:00,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,50,54290
2738,2019-03-13,-100.4,31.8,2,"(31.8, -100.4)",Coke County,Texas,March,2019-03-13,05:50:00,2019-03-13,10:30:00,"Texas: Midland County, Ector County, Tarrant County, Dallas County, Wichita County, Brown County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,154124
2739,2019-03-13,-100.4,31.8,2,"(31.8, -100.4)",Coke County,Texas,March,2019-03-13,15:00:00,2019-03-14,00:00:00,Texas: Kansas: Oklahoma:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,Unknown,66000
2740,2019-03-13,-100.3,31.9,1,"(31.9, -100.3)",Coke County,Texas,March,2019-03-13,15:51:00,2019-03-16,18:00:00,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,50,54290
2742,2019-03-13,-100.3,31.9,1,"(31.9, -100.3)",Coke County,Texas,March,2019-03-13,05:50:00,2019-03-13,10:30:00,"Texas: Midland County, Ector County, Tarrant County, Dallas County, Wichita County, Brown County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,154124
2743,2019-03-13,-100.3,31.9,1,"(31.9, -100.3)",Coke County,Texas,March,2019-03-13,15:00:00,2019-03-14,00:00:00,Texas: Kansas: Oklahoma:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,Unknown,66000
2744,2019-03-13,-100.8,32.1,1,"(32.1, -100.8)",Mitchell County,Texas,March,2019-03-13,15:51:00,2019-03-16,18:00:00,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,50,54290
2746,2019-03-13,-100.8,32.1,1,"(32.1, -100.8)",Mitchell County,Texas,March,2019-03-13,05:50:00,2019-03-13,10:30:00,"Texas: Midland County, Ector County, Tarrant County, Dallas County, Wichita County, Brown County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,154124
2747,2019-03-13,-100.8,32.1,1,"(32.1, -100.8)",Mitchell County,Texas,March,2019-03-13,15:00:00,2019-03-14,00:00:00,Texas: Kansas: Oklahoma:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,Unknown,66000
2748,2019-03-13,-100.6,32.1,1,"(32.1, -100.6)",Coke County,Texas,March,2019-03-13,15:51:00,2019-03-16,18:00:00,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,50,54290
2750,2019-03-13,-100.6,32.1,1,"(32.1, -100.6)",Coke County,Texas,March,2019-03-13,05:50:00,2019-03-13,10:30:00,"Texas: Midland County, Ector County, Tarrant County, Dallas County, Wichita County, Brown County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,154124
2751,2019-03-13,-100.6,32.1,1,"(32.1, -100.6)",Coke County,Texas,March,2019-03-13,15:00:00,2019-03-14,00:00:00,Texas: Kansas: Oklahoma:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,Unknown,66000
2752,2019-03-13,-100.4,32.2,1,"(32.2, -100.4)",Nolan County,Texas,March,2019-03-13,15:51:00,2019-03-16,18:00:00,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,50,54290
2754,2019-03-13,-100.4,32.2,1,"(32.2, -100.4)",Nolan County,Texas,March,2019-03-13,05:50:00,2019-03-13,10:30:00,"Texas: Midland County, Ector County, Tarrant County, Dallas County, Wichita County, Brown County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,154124
2755,2019-03-13,-100.4,32.2,1,"(32.2, -100.4)",Nolan County,Texas,March,2019-03-13,15:00:00,2019-03-14,00:00:00,Texas: Kansas: Oklahoma:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,Unknown,66000
2756,2019-03-13,-101.9,32.8,1,"(32.8, -101.9)",Dawson County,Texas,March,2019-03-13,15:51:00,2019-03-16,18:00:00,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,50,54290
2758,2019-03-13,-101.9,32.8,1,"(32.8, -101.9)",Dawson County,Texas,March,2019-03-13,05:50:00,2019-03-13,10:30:00,"Texas: Midland County, Ector County, Tarrant County, Dallas County, Wichita County, Brown County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,154124
2759,2019-03-13,-101.9,32.8,1,"(32.8, -101.9)",Dawson County,Texas,March,2019-03-13,15:00:00,2019-03-14,00:00:00,Texas: Kansas: Oklahoma:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,Unknown,66000
2760,2019-03-13,-101.8,32.8,1,"(32.8, -101.8)",Dawson County,Texas,March,2019-03-13,15:51:00,2019-03-16,18:00:00,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,50,54290
2762,2019-03-13,-101.8,32.8,1,"(32.8, -101.8)",Dawson County,Texas,March,2019-03-13,05:50:00,2019-03-13,10:30:00,"Texas: Midland County, Ector County, Tarrant County, Dallas County, Wichita County, Brown County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,154124
2763,2019-03-13,-101.8,32.8,1,"(32.8, -101.8)",Dawson County,Texas,March,2019-03-13,15:00:00,2019-03-14,00:00:00,Texas: Kansas: Oklahoma:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,Unknown,66000
2764,2019-03-13,-101.7,32.8,1,"(32.8, -101.7)",Borden County,Texas,March,2019-03-13,15:51:00,2019-03-16,18:00:00,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,50,54290
2766,2019-03-13,-101.7,32.8,1,"(32.8, -101.7)",Borden County,Texas,March,2019-03-13,05:50:00,2019-03-13,10:30:00,"Texas: Midland County, Ector County, Tarrant County, Dallas County, Wichita County, Brown County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,154124
2767,2019-03-13,-101.7,32.8,1,"(32.8, -101.7)",Borden County,Texas,March,2019-03-13,15:00:00,2019-03-14,00:00:00,Texas: Kansas: Oklahoma:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,Unknown,66000
2768,2019-03-13,-101.5,32.8,1,"(32.8, -101.5)",Borden County,Texas,March,2019-03-13,15:51:00,2019-03-16,18:00:00,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,50,54290
2770,2019-03-13,-101.5,32.8,1,"(32.8, -101.5)",Borden County,Texas,March,2019-03-13,05:50:00,2019-03-13,10:30:00,"Texas: Midland County, Ector County, Tarrant County, Dallas County, Wichita County, Brown County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,154124
2771,2019-03-13,-101.5,32.8,1,"(32.8, -101.5)",Borden County,Texas,March,2019-03-13,15:00:00,2019-03-14,00:00:00,Texas: Kansas: Oklahoma:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,Unknown,66000
2772,2019-03-13,-101.5,33.1,1,"(33.1, -101.5)",Garza County,Texas,March,2019-03-13,15:51:00,2019-03-16,18:00:00,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,50,54290
2774,2019-03-13,-101.5,33.1,1,"(33.1, -101.5)",Garza County,Texas,March,2019-03-13,05:50:00,2019-03-13,10:30:00,"Texas: Midland County, Ector County, Tarrant County, Dallas County, Wichita County, Brown County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,154124
2775,2019-03-13,-101.5,33.1,1,"(33.1, -101.5)",Garza County,Texas,March,2019-03-13,15:00:00,2019-03-14,00:00:00,Texas: Kansas: Oklahoma:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,Unknown,66000
2804,2019-03-13,-102.2,33.8,1,"(33.8, -102.2)",Hockley County,Texas,March,2019-03-13,15:51:00,2019-03-16,18:00:00,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,50,54290
2806,2019-03-13,-102.2,33.8,1,"(33.8, -102.2)",Hockley County,Texas,March,2019-03-13,05:50:00,2019-03-13,10:30:00,"Texas: Midland County, Ector County, Tarrant County, Dallas County, Wichita County, Brown County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,154124
2807,2019-03-13,-102.2,33.8,1,"(33.8, -102.2)",Hockley County,Texas,March,2019-03-13,15:00:00,2019-03-14,00:00:00,Texas: Kansas: Oklahoma:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,Unknown,66000
2811,2019-03-13,-97.9,36.6,1,"(36.6, -97.9)",Garfield County,Oklahoma,March,2019-03-13,15:00:00,2019-03-14,00:00:00,Texas: Kansas: Oklahoma:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,Unknown,66000
2815,2019-03-13,-97.4,37.6,1,"(37.6, -97.4)",Sedgwick County,Kansas,March,2019-03-13,15:00:00,2019-03-14,00:00:00,Texas: Kansas: Oklahoma:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,Unknown,66000
2821,2019-03-13,-104.7,39.9,1,"(39.9, -104.7)",Weld County,Colorado,March,2019-03-13,11:29:00,2019-03-14,21:11:00,Colorado: Jefferson County;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,58,58379
2921,2019-04-07,-97.0,27.0,2,"(27.0, -97.0)",Kenedy County,Texas,April,2019-04-07,13:46:00,2019-04-08,17:50:00,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,537,231956
